id	instruments	genres	place	coordinates	is-danced	youtube-id	start-ts	end-ts
nallaxo-thelo-to-skopo	Voice|Violin|Percussion|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea|Naxos	37.05683517815581|25.50612611053723	0	V-8YVU5FnTo	2141	2362
nanourisma	Voice	Traditional|Peloponnesian	Peloponnese|Kalavryta	38.02253753321499|22.117596423290088	0	6bLFhgwoKsY	327	403
naparte-nti-mar-al-laie	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Metsovo	39.77279687831799|21.180210833893486	0	qrOwc1mLFUk	2244	2403
nea-kolektiva	Voice|Violin|Guitar|Cimbalom|Bass|Accordion	Urban-folk|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	TpK-XXFl51o	6036	6244
nenitousikos	Violin|Santouri|Percussion|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	1	_mUIVNdIJFU	2967	3239
neoi-chasiklides-2	Voice|Mandolin|Guitar|Bass|Accordion	Rebetiko	None	None	0	VrnG_gxNwH8	1622	1831
nerantzia-sta-tria	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	1	ifRo_Z05kuQ	3492	3567
nfloara-gkalbinioara-ena-louloudi-kitrino	Voice	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	0	wFOvhBpFM1o	245	340
ni-kai-ntre	Violin|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea|Amorgos	36.85473066390222|25.91687794376989	0	V-8YVU5FnTo	4819	4949
nia-poulia-einai-ston-arano-kleistos-choros	Voice	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	00SbCAkyXhQ	2402	2654
niil-vntara-mou-painepsane-metsovitikos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	4635	4834
nikriz-sirto	Voice|Percussion|Oud|Ney|Lyra|Kanonaki|Bass	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	0	Dd0IreIlLJE	4948	5035
niochorianos-syrtos	Voice|Tambouras|Percussion|Guitar|Floghera	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	XpfvGga-5tU	4886	5085
nitsa	Trumpet|Trombone|Percussion|Klarino|Accordion	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	dIqJ-N3_Tso	2263	2493
ntervisaina	Voice|Violin|Santouri|Laouto|Kanonaki|Guitar	Rebetiko	None	None	0	0cj8BNcAhg4	3823	3963
nti-kou-niika	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus	39.66608483034404|20.826263473906028	1	niplI7Bv-30	3979	4182
ntirlanta-tsimarista-disticha	Voice|Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kalymnos	36.987573229226555|26.988755984703815	0	-Lae0QmE15A	5908	6094
ntoina	Violin|Laouto|Klarino|Guitar	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	0	GIOAt5GHt3I	42	126
ntounia-anakriti	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	YEPmaDr_UMA	3117	3309
nychtose-kai-sto-genti	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	1	tzCMruLs9bM	1904	2193
nyfiatiko	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Deropolis	39.957412525980494|20.265997047721275	0	KzKkszPd-eM	1029	1311
nyfiatikos	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Deropolis	39.957412525980494|20.265997047721275	0	ifRo_Z05kuQ	1088	1288
nyfiatikos-2	Voice|Violin|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Samos	37.740408557878254|26.8494581451878	1	Uijl65qxrrg	2693	2944
o-anapiros-giorgos-mitsakis	Voice|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	L3fe3KGksU8	3523	3720
o-arapis	Voice|Percussion|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	pxhw04LZhiY	2244	2615
o-artemis	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	vl46xtCpsEw	5989	6231
o-chtypos-tis-kardias-apostolos-kaldaras	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	L3fe3KGksU8	1107	1319
o-dervisis-kai-i-anna	Voice|Santouri|Guitar|Bouzouki|Accordion	Rebetiko	None	None	0	YsKwj2MazAI	1462	1684
o-diamantenios-sou-stavros	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	5z-ZGft2zCI	2873	2946
o-dyosmos-ki-o-vasilikos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	8gH9iexkXME	3156	3366
o-dyosmos-ki-o-vasilikos-2	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Thessalic	Thessaly	39.57905217840133|22.421756857721853	1	GIOAt5GHt3I	4008	4175
o-giannaros	Voice|Violin|Santouri|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Samos	37.740408557878254|26.8494581451878	1	Uijl65qxrrg	4559	4815
o-gyrismos	Voice|Guitar|Bouzouki|Bass|Baglamas|Accordion	Rebetiko	None	None	0	ysRZQuuew_A	1940	2153
o-htypos-tis-kardias-mou	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	vl46xtCpsEw	3249	3456
o-ilios-vasilevei	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	GIOAt5GHt3I	6161	6452
o-mais	Voice|Violin|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea|Kythnos	37.39231040529914|24.414452131993595	0	V-8YVU5FnTo	4469	4724
o-metanastis	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	ysRZQuuew_A	4234	4457
o-naftis	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	q9e6UQh6d0c	5318	5542
o-nikolas-o-psaras	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	YEPmaDr_UMA	4210	4404
o-papatzis	Voice|Violin|Santouri|Laouto|Kanonaki|Guitar	Rebetiko	None	None	0	0cj8BNcAhg4	3343	3573
o-pasas	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	tzCMruLs9bM	5728	5918
o-ponos-me-plimmyrise-giorgos-mitsakis-thodoros-derveniotis	Voice|Piano|Guitar|Bouzouki|Bass|Baglamas|Accordion	Laiko	None	None	0	L3fe3KGksU8	1801	2014
o-spinos	Voice|Kanonaki	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	J-PqcxTXtp4	1574	1742
o-thymios-choros-stavrotos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	00SbCAkyXhQ	3796	4032
o-travmatias	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	tzCMruLs9bM	1620	1829
o-vrachos	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Paros	37.059547738452586|25.18271237956369	1	jpktBKou-_E	4663	4801
oi-glaroi	Voice|Violin|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	q9e6UQh6d0c	5573	5776
oi-kleftes	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Syrrako	39.59709819947839|21.123307489736774	1	niplI7Bv-30	4647	4977
oi-kleftes-2	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Syrrako	39.59709819947839|21.123307489736774	1	cYE9_TXCmHs	2043	2375
oi-meres-tis-vdomadas	Voice|Violin|Mandolin|Laouto|Guitar	Traditional|Nisiotiko|Ionian	Ionian-sea	38.43167066526269|20.675489887943545	0	Aws0Y3aLaIs	2273	2490
oi-syntrofisses	Voice|Trumpet|Trombone|Percussion|Klarino|Accordion	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	dIqJ-N3_Tso	2498	2638
oi-thalassinoi	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	q9e6UQh6d0c	6303	6465
olis-oi-nyfis-stou-chouro-angelina-paschaliatiko	Voice	Traditional|Macedonian	Macedonia|Grevena	40.08538883719564|21.41961215567693	1	gMz1OBS9FlQ	4370	4542
olmaz	Voice|Percussion|Oud	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	-YUXPO1BSRw	502	753
oloi-oi-rebetes-tou-ntounia-markos-vamvakaris	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	L3fe3KGksU8	6159	6407
omal-kars	Voice|Percussion|Lyra|Laouto	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	VmaUraZpvI8	3552	3787
omal-kerasountas	Voice|Percussion|Lyra|Laouto|Floghera	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	VmaUraZpvI8	6344	6616
omal-kioumous-maten	Percussion|Lyra	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	VmaUraZpvI8	3084	3179
omalin-nikopolis	Voice|Percussion|Lyra	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	VmaUraZpvI8	4506	4693
omologies-2	Voice|Violin|Santouri|Percussion|Klarino|Guitar	Laiko	None	None	0	vJ4F64WkQA0	433	577
omorfi-kai-paraxeni-patrida	Voice|Piano|Mandolin|Guitar|Bass|Accordion	Newer|Melodized-poetry	None	None	0	cKXi8_5_Rd4	5675	5873
omorfi-pou-nai-i-labri	Voice|Violin|Santouri|Laouto|Bass	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	1	q9e6UQh6d0c	383	530
omorfi-prosfygopoula	Voice|Violin|Santouri|Percussion|Oud|Klarino|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	0	mp1pK6b1Oho	4346	4623
oneiro-to-da-pos-tha-rtheis	Voice|Percussion|Lyra|Laouto|Guitar|Bass	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	lBs4PyiRsIY	5951	6244
ontas-kalogennithika	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	cYE9_TXCmHs	6191	6506
opa-magka	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	YEPmaDr_UMA	6009	6138
opoios-agapaei-ta-roda	Voice|Violin|Santouri|Percussion|Guitar	Rebetiko	None	None	1	0cj8BNcAhg4	6258	6500
opote-s-apothymisa	Voice|Piano|Mandolin|Bass	Newer	None	None	0	lBs4PyiRsIY	3170	3388
opseis-tis-psychis	Laouto	Newer	None	None	0	tbbAWeVEHFQ	758	1023
ora-kali-poulaki-mou	Voice|Percussion|Oud|Ney|Lyra|Laouto|Kanonaki|Bass	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	0	Dd0IreIlLJE	6465	6676
orligkas-tsamikos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Macedonian|Vlachic	Macedonia|Grevena	40.08538883719564|21.41961215567693	1	gMz1OBS9FlQ	2084	2238
osa-chronia-ki-an-perasoun-giannis-tatasopoulos	Voice|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	L3fe3KGksU8	4477	4674
osmantakas	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	ifRo_Z05kuQ	3647	3931
osmantakas-2	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	0	qrOwc1mLFUk	5942	6113
oso-gyrizei-i-sfaira-kyries-tou-paxim	Voice|Violin|Guitar|Cimbalom|Bass|Accordion	Urban-folk|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	TpK-XXFl51o	3973	4200
oso-varoun-ta-sidera	Voice|Percussion|Ney|Lyra|Laouto|Kanonaki|Bass	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	Dd0IreIlLJE	2891	2983
osoi-me-vlepoun-pou-glento-chitzaz-manes	Voice|Violin|Santouri|Laouto|Kanonaki|Guitar	Rebetiko|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	0	0cj8BNcAhg4	5895	6067
otan-moun-nios-kai-pallikari	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	5888	6132
otan-pernoun-oi-geranoi	Voice|Piano|Percussion|Ney|Laouto|Guitar|Bass	Newer	None	None	0	lBs4PyiRsIY	3398	3568
ouna-souta-ekato-nomataioi-syrto-sta-tria	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	2925	3045
p-archontiko	Voice|Violin|Tsampouna|Percussion|Oud|Lyra|Accordion	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	0	fooYiNew79E	1585	1849
pagkratiotissa	Voice|Santouri|Guitar|Bouzouki|Accordion	Rebetiko	None	None	0	YsKwj2MazAI	875	1067
paidia-m-giat-eiste-analaga	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	cYE9_TXCmHs	5196	5509
paidia-tis-samarinas	Voice	Traditional|Macedonian	Macedonia|Grevena	40.08538883719564|21.41961215567693	0	cYE9_TXCmHs	5608	5698
painemata	Voice|Laouto|Kanonaki	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	0	J-PqcxTXtp4	2517	2650
palatia-chrysostolista	Voice|Percussion|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	1	pxhw04LZhiY	1557	1739
pali-se-vlepo-skeptiko	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	tzCMruLs9bM	2209	2405
pali-tragoudi-tha-sou-po	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	YEPmaDr_UMA	1000	1196
palia-geitonia-manos-chatzidakis-alekos-sakellarios	Voice|Guitar|Bouzouki|Baglamas|Accordion	Laiko	None	None	0	L3fe3KGksU8	4163	4347
palia-genovefa	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Deropolis	39.957412525980494|20.265997047721275	0	KzKkszPd-eM	1839	2119
palia-itia	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Tzoumerka	39.55169755959794|20.976335888468483	0	qrOwc1mLFUk	4551	4653
palio-zagorisio	Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Zagori	39.86483576229186|20.928467851900137	0	tbbAWeVEHFQ	5549	5755
palios-karsilamas	Violin|Santouri|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	1	mp1pK6b1Oho	2185	2351
palios-vlachothanasis	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	cYE9_TXCmHs	1786	1986
pame-paidia-na-fygoume	Voice|Percussion	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	1	-YUXPO1BSRw	5989	6095
pame-sta-bouzoukia	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	zkoqg3VRVLA	2904	3073
panagia	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Lemnos	39.91340211415133|25.23051010491704	1	jpktBKou-_E	1910	2010
panagio	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Polyphonic	Epirus|Pogoni	39.957398151152326|20.502372173521454	1	UaYoyQPZEuo	3323	3491
panagiotoula	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	niplI7Bv-30	4206	4511
panagioula	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Central-Greek|Arvanitic	Central-Greece	38.87601135662379|22.319114372276747	1	GIOAt5GHt3I	5736	5830
pane-ta-traina-ki-erchontai	Voice|Guitar|Bouzouki|Bass|Baglamas|Accordion	Rebetiko	None	None	0	ysRZQuuew_A	1336	1525
pano-choros-karpathos	Voice|Violin|Tsampouna|Santouri|Percussion|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Karpathos	35.54990626918364|27.175670139622905	0	U6oWHEVNvfY	3801	3875
pano-ston-apano-pyrgo-strotos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	gMz1OBS9FlQ	1230	1476
papadia	Violin|Tambouras|Percussion|Ney|Laouto|Bass	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	vzCauXf6VhE	3843	4195
papadia-2	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Arta	39.16897594931634|20.982720956750025	0	qrOwc1mLFUk	5601	5812
paraponiara-mou	Voice|Violin|Santouri|Percussion|Oud|Guitar	Urban-folk|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	5fJXkyrSxo4	5128	5334
paraponiarika-paidia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	FXS9jCtkFLk	5203	5439
pare-mario-ti-roka-sou	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	GIOAt5GHt3I	1421	1580
pare-pia-to-dromo-sou	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	zkoqg3VRVLA	3538	3596
pasas	Voice|Percussion|Oud|Lyra	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	-YUXPO1BSRw	1723	1902
pasobeis	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	UaYoyQPZEuo	1578	1822
patima-limnou-2	Voice|Violin|Santouri|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea|Lemnos	39.91340211415133|25.23051010491704	1	q9e6UQh6d0c	3140	3334
patinada	Zournas|Percussion	Traditional|Central-Greek	Central-Greece|Mesologgi	38.387336454795125|21.45891698692964	1	5z-ZGft2zCI	1271	1338
patinada-lefkadas	Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Nisiotiko|Ionian	Ionian-sea|Lefkada	38.7332444237949|20.64198275053985	0	cYE9_TXCmHs	4583	4726
patinada-tis-avgis	Violin|Santouri|Laouto|Klarino	Traditional|Nisiotiko|Aegean	Aegean-sea|Paros	37.059547738452586|25.18271237956369	1	U6oWHEVNvfY	2589	2739
patitos	Violin|Percussion|Oud|Klarino|Kanonaki	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	1	J-PqcxTXtp4	3764	3894
patitos-chiou	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	jpktBKou-_E	780	812
patrounino-makedonias	Violin|Percussion|Ney|Laouto|Bass	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	0	V-8YVU5FnTo	4	245
penies-tis-athinas	Guitar|Bouzouki|Bass|Baglamas|Accordion	Rebetiko	None	None	0	ysRZQuuew_A	2961	3152
pentamorfi	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	YEPmaDr_UMA	2030	2228
pente-ellines-ston-adi	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	cKXi8_5_Rd4	2807	3111
pente-paidia-malonane	Voice|Violin|Santouri|Laouto|Klarino|Guitar	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	5z-ZGft2zCI	550	686
pente-palikaria-gkainta-dipli	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	0	KzKkszPd-eM	2312	2522
pentozali	Voice|Percussion|Ney|Lyra|Laouto|Kanonaki|Bass	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	Dd0IreIlLJE	3040	3133
pentozali-kefalou	Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	1	CJ7m2WduEh8	5955	6069
pentozali-ko	Violin|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	1	CJ7m2WduEh8	6069	6175
pentozalis-anatolikis-kritis	Violin|Laouto|Guitar	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	1	e206O9UMfN0	5597	5848
pera-s-ekeino-to-vouno	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	0	FXS9jCtkFLk	1181	1316
pera-stin-tripolitsa	Zournas|Voice|Percussion	Traditional|Peloponnesian	Peloponnese|Arcadia	37.521613336357674|22.372682419794433	1	o4XzhbCL0QM	1064	1313
perdika-ap-to-gialo	Voice	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	0	dIqJ-N3_Tso	1958	2152
perdika-kai-kynigos	Voice|Percussion|Ney|Laouto|Guitar|Bass	Newer	None	None	0	lBs4PyiRsIY	5730	5950
perdikomata	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	8gH9iexkXME	5392	5578
perikoklada	Voice|Violin|Tsampouna|Santouri|Percussion|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Paros	37.059547738452586|25.18271237956369	1	jpktBKou-_E	6325	6456
pes-mou-garyfalaki	Voice|Violin|Santouri|Percussion|Laouto|Guitar	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	1	ozHAP8gMIY8	4637	4817
pes-mou-poios-einai-o-ponos-sou	Voice|Violin|Santouri|Laouto	Rebetiko	None	None	0	CPLOoAZonTI	1688	1897
petheriatiko	Trumpet|Trombone|Percussion|Klarino	Traditional|Macedonian	Macedonia|Kozani	40.30224449405656|21.79364300779031	0	guoEekslQ2M	5931	6086
petroperdika	Violin|Santouri|Percussion|Oud|Laouto|Klarino|Kanonaki|Guitar|Accordion	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	J-PqcxTXtp4	5658	5857
pidichtos	Percussion|Lyra|Laouto|Guitar|Bass	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	1	lBs4PyiRsIY	6342	6562
pidichtos-2	Mandolin|Guitar	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	1	e206O9UMfN0	3594	3868
pidichtos-3	Violin|Laouto|Guitar	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	1	e206O9UMfN0	6003	6477
pidichtos-rousiko	Violin|Santouri|Percussion|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	5z-ZGft2zCI	4238	4308
pies-glyko-krasi	Voice|Mandolin|Guitar|Bass	Urban-folk|Urban-light	None	None	0	GgGRYZMKezE	596	770
pigaina-to-dromo-dromo	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	1	8gH9iexkXME	5658	5768
pigki	Violin|Santouri|Percussion|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	1	mp1pK6b1Oho	4912	5121
piperi	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	niplI7Bv-30	5937	6093
plapoutas	Voice	Traditional|Peloponnesian	Peloponnese|Kalavryta	38.02253753321499|22.117596423290088	0	6bLFhgwoKsY	1360	1459
platania-apo-to-metsovo-tou-diligianni	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Metsovo	39.77279687831799|21.180210833893486	0	wFOvhBpFM1o	70	155
platanios	Voice	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	1	ozHAP8gMIY8	2492	2610
plataniotikos	Voice|Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Samos	37.740408557878254|26.8494581451878	1	Uijl65qxrrg	181	544
platanisios	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Samothrace	40.45252632651164|25.57768832151578	1	jpktBKou-_E	1732	1846
plomaritikos	Voice|Santouri|Percussion|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	0	EoJoqvZukgw	2392	2453
pobi-tou-ai-vasili-farasa-kappadokias	Voice|Tambouras|Percussion|Ney	Traditional|Mikrasiatiko	Asia-minor|Cappadocia	38.33834045423469|35.10715710326277	0	Aws0Y3aLaIs	1083	1252
pogonisia-gyrismata	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	0	qrOwc1mLFUk	6165	6411
poia-einai-afti-pou-perase	Zournas|Voice|Percussion	Traditional|Peloponnesian	Peloponnese|Arcadia	37.521613336357674|22.372682419794433	1	o4XzhbCL0QM	741	1039
poios-asikis-san-ki-emena	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional	None	None	0	vJ4F64WkQA0	1058	1268
poios-eide-psari-sti-thalassa	Voice	Traditional|Peloponnesian	Peloponnese|Kalavryta	38.02253753321499|22.117596423290088	0	6bLFhgwoKsY	1486	1525
poios-eide-tetoio-thamasma	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	0	GIOAt5GHt3I	4649	4837
poios-itan-panastenaxe	Voice|Violin|Santouri|Laouto	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	0	U6oWHEVNvfY	1561	1732
politiko-giannis-stamatiou-sporos	Guitar|Bouzouki|Bass|Accordion	Rebetiko|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	0	L3fe3KGksU8	6008	6124
politiko-syrto	Violin|Guitar|Cimbalom|Bass|Accordion	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	1	TpK-XXFl51o	2888	3051
politiko-syrto-2	Violin|Santouri|Laouto	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	0	EoJoqvZukgw	10	204
polka	Voice|Tsampouna|Percussion|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kea	37.62129704977236|24.33272421352251	1	5z-ZGft2zCI	4589	4657
polla-eidane-ta-matia-mou-markos-vamvakaris	Voice|Guitar|Bouzouki|Bass|Baglamas|Accordion	Rebetiko	None	None	0	ysRZQuuew_A	767	997
polles-fores	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	zkoqg3VRVLA	5197	5366
